Offspring.ID,Loci.typed,Candidate.mother.ID,Loci.typed.1,Pair.loci.compared,Pair.loci.mismatching,Pair.LOD.score,Pair.Delta,Pair.confidence,Candidate.father.ID,Loci.typed.2,Pair.loci.compared.1,Pair.loci.mismatching.1,Pair.LOD.score.1,Pair.Delta.1,Pair.confidence.1,Trio.loci.compared,Trio.loci.mismatching,Trio.LOD.score,Trio.Delta,Trio.confidence,expt,tank,SpawnType,rep
3_Tank5_32,72,OG36_1,74,72,0,13.6,13.6,*,OD72_2,73,71,0,15.2,15.2,*,72,0,32.7,32.7,*,3,5,pooled,9
3_Tank5_40,71,OD39_1,74,71,0,12.7,12.7,*,YX56_2,72,69,0,15.3,15.3,*,71,0,34.2,30.9,*,3,5,pooled,9
3_Tank5_48,71,OD39_1,74,71,0,15.8,15.8,*,YX56_2,72,69,0,11.2,11.2,*,71,0,30.6,30.6,*,3,5,pooled,9
3_Tank5_56,72,OD39_1,74,72,0,12.2,10.3,*,OD72_2,73,71,0,12.3,12.3,*,72,0,31.3,29.2,*,3,5,pooled,9
3_Tank5_64,71,OG36_1,74,71,0,10.5,10.5,*,YX56_2,72,69,0,11.8,11.8,*,71,0,26.4,26.4,*,3,5,pooled,9
3_Tank5_72,70,OG36_1,74,70,0,13.8,13.8,*,OD72_2,73,69,0,16.5,16.5,*,70,0,33.7,33.3,*,3,5,pooled,9
3_Tank5_80,71,OD39_1,74,71,0,18.5,18.5,*,YX56_2,72,69,0,11.3,11.3,*,71,0,35.1,35.1,*,3,5,pooled,9
3_Tank5_88,72,OG36_1,74,72,0,13,13,*,YX56_2,72,70,0,12.3,12.3,*,72,0,29.8,29.8,*,3,5,pooled,9
3_Tank6_01,71,OL44_1,75,71,0,13.1,9.93,*,OG75_2,72,69,1,8.9,8.9,*,71,1,27.1,21.8,*,3,6,pooled,10
3_Tank6_09,72,OG43_1,74,72,0,12.6,12.6,*,OG75_2,72,70,0,13.4,13.4,*,72,0,31.4,31.4,*,3,6,pooled,10
3_Tank6_17,73,OS48_1,74,72,1,4.87,4.87,*,OI70_2,73,72,1,6.86,6.86,*,73,2,19.1,19.1,*,3,6,pooled,10
3_Tank6_25,70,OS48_1,74,70,1,5.46,5.46,*,OI70_2,73,69,1,6.35,6.35,*,70,2,18.9,18.9,*,3,6,pooled,10
3_Tank6_33,72,OG43_1,74,72,0,13.8,13.8,*,OG75_2,72,70,1,8.72,8.72,*,72,1,28.7,28.7,*,3,6,pooled,10
3_Tank6_41,72,OG43_1,74,72,0,9.09,9.09,*,OG75_2,72,70,0,15.5,15.5,*,72,0,30.1,30.1,*,3,6,pooled,10
3_Tank6_49,70,OS48_1,74,69,1,3.01,3.01,*,OG75_2,72,68,1,8.26,8.26,*,70,2,17.4,17.4,*,3,6,pooled,10
3_Tank6_57,70,OS48_1,74,69,0,11.3,11.3,*,OI70_2,73,70,1,0.324,0.324,*,70,1,19.3,19.3,*,3,6,pooled,10
3_Tank6_65,72,OG43_1,74,72,1,9.33,9.33,*,OG75_2,72,70,1,8.96,8.96,*,72,2,26.1,26.1,*,3,6,pooled,10
3_Tank6_73,71,OG43_1,74,71,0,14.7,14.7,*,OG75_2,72,69,1,7.74,7.74,*,71,1,28.4,28.4,*,3,6,pooled,10
3_Tank6_81,72,OG43_1,74,72,0,12.9,12.9,*,OI70_2,73,71,1,8.67,8.67,*,72,1,25.9,25.9,*,3,6,pooled,10
3_Tank6_89,70,OS48_1,74,69,0,10.2,9.98,*,OI70_2,73,70,0,10.9,10.9,*,70,0,26.3,26.3,*,3,6,pooled,10
3_Tank6_02,71,OS48_1,74,71,0,12.6,12.6,*,OI70_2,73,70,0,8.99,8.99,*,71,0,29.6,29.6,*,3,6,pooled,10
3_Tank6_10,71,OL44_1,75,71,0,9.93,9.93,*,OI70_2,73,70,1,-0.0788,0,,71,1,16.5,16.5,*,3,6,pooled,10
3_Tank6_18,73,OG43_1,74,73,0,16.6,16.6,*,OI70_2,73,72,0,13.4,13.4,*,73,0,33.7,33.5,*,3,6,pooled,10
3_Tank6_26,72,OG43_1,74,72,0,16.3,12.8,*,OI70_2,73,71,0,10.1,10.1,*,72,0,28.5,19.6,*,3,6,pooled,10
3_Tank6_34,69,OL44_1,75,69,0,12.4,12.4,*,OG75_2,72,67,0,12.8,12.8,*,69,0,29.7,23.8,*,3,6,pooled,10
3_Tank6_42,70,OS48_1,74,69,1,7.86,7.86,*,OI70_2,73,70,0,9.24,9.24,*,70,1,22.3,22.3,*,3,6,pooled,10
3_Tank6_50,72,OS48_1,74,71,1,5.52,5.52,*,OI70_2,73,71,1,5.52,5.52,*,72,2,16.6,16.6,*,3,6,pooled,10
3_Tank6_58,73,OG43_1,74,73,1,10.7,10.7,*,OI70_2,73,72,1,10.2,10.2,*,73,2,24.8,24.8,*,3,6,pooled,10
3_Tank6_66,72,OG43_1,74,72,0,12.3,12.3,*,OI70_2,73,71,1,9.71,9.71,*,72,1,24.3,24.3,*,3,6,pooled,10
3_Tank6_74,72,OG43_1,74,72,0,14.9,14.9,*,OG75_2,72,70,1,10.1,10.1,*,72,1,28.9,28.9,*,3,6,pooled,10
3_Tank6_82,71,OS48_1,74,70,0,7.16,7.16,*,OI70_2,73,71,1,6.94,6.94,*,71,1,20.8,20.8,*,3,6,pooled,10
3_Tank6_90,73,OG43_1,74,73,1,10.7,10.7,*,OI70_2,73,72,0,13.2,13.2,*,73,1,27.7,27.7,*,3,6,pooled,10
3_Tank6_03,72,OS48_1,74,71,0,5.76,5.76,*,OI70_2,73,71,1,7.62,7.62,*,72,1,19.6,19.6,*,3,6,pooled,10
3_Tank6_11,71,OS48_1,74,70,1,7.09,7.09,*,OG75_2,72,69,1,9.31,9.31,*,71,2,21.6,21.6,*,3,6,pooled,10
3_Tank6_19,71,OG43_1,74,71,0,13,13,*,YS41_2,65,62,0,10.4,10.4,*,71,0,26.1,26.1,*,3,6,pooled,10
3_Tank6_27,72,OG43_1,74,72,0,14,14,*,OG75_2,72,70,0,12.9,12.9,*,72,0,31,22.1,*,3,6,pooled,10
3_Tank6_35,72,OS48_1,74,71,0,9.94,9.94,*,OI70_2,73,71,0,9.45,9.45,*,72,0,24.8,24.8,*,3,6,pooled,10
3_Tank6_43,71,OS48_1,74,71,0,8.82,8.82,*,OI70_2,73,70,0,8.69,8.69,*,71,0,23.9,23.9,*,3,6,pooled,10
3_Tank6_51,71,OS48_1,74,70,1,7.7,7.7,*,OG75_2,72,69,0,14.3,14.3,*,71,1,28.4,28.4,*,3,6,pooled,10
3_Tank6_59,72,OG43_1,74,72,0,12.6,12.6,*,OG75_2,72,70,1,7.75,7.75,*,72,1,25,25,*,3,6,pooled,10
3_Tank6_67,73,OL44_1,75,73,0,10.9,10.9,*,OI70_2,73,72,0,13.1,13.1,*,73,0,31.6,31.6,*,3,6,pooled,10
3_Tank6_75,72,OG43_1,74,72,0,13.9,13.9,*,OI70_2,73,71,0,13.8,13.8,*,72,0,30,30,*,3,6,pooled,10
3_Tank6_83,71,OS48_1,74,70,2,1.29,1.29,*,OG75_2,72,69,0,13.4,13.4,*,71,2,20.1,17.9,*,3,6,pooled,10
3_Tank6_91,70,OS48_1,74,69,1,5.27,5.27,*,OG75_2,72,68,1,8.19,8.19,*,70,2,18.5,18.5,*,3,6,pooled,10
3_Tank6_04,72,OG43_1,74,72,0,11.5,11.5,*,OG75_2,72,70,1,10.4,10.4,*,72,1,25.7,22,*,3,6,pooled,10
3_Tank6_12,72,OL44_1,75,72,0,7.89,7.89,*,OI70_2,73,71,1,7.42,7.42,*,72,1,22.5,22.5,*,3,6,pooled,10
3_Tank6_20,73,OS48_1,74,72,1,7.81,7.81,*,OI70_2,73,72,0,10.9,10.9,*,73,1,24.5,24.5,*,3,6,pooled,10
3_Tank6_28,73,OL44_1,75,73,0,12.4,12.4,*,OG75_2,72,71,1,13.3,13.3,*,73,1,31.6,27.4,*,3,6,pooled,10
3_Tank6_36,73,OG43_1,74,73,0,17.5,17.5,*,OI70_2,73,72,1,7.37,7.37,*,73,1,30.3,30.3,*,3,6,pooled,10
3_Tank6_44,71,OG43_1,74,71,0,13,13,*,OG75_2,72,69,0,14.7,14.7,*,71,0,33,33,*,3,6,pooled,10
3_Tank6_52,71,OS48_1,74,71,0,9.59,9.59,*,OI70_2,73,70,1,4.11,4.11,*,71,1,20.6,20.6,*,3,6,pooled,10
3_Tank6_60,72,OS48_1,74,71,1,4.41,4.41,*,OI70_2,73,71,1,6.71,6.71,*,72,2,15.9,15.9,*,3,6,pooled,10
3_Tank6_68,71,OS48_1,74,70,2,1.65,1.65,*,OG75_2,72,69,0,13.8,13.8,*,71,2,18.7,18.7,*,3,6,pooled,10
3_Tank6_76,69,OS48_1,74,69,0,10.2,10.2,*,OI70_2,73,68,0,8.29,8.29,*,69,0,25.4,25.4,*,3,6,pooled,10
3_Tank6_84,72,OS48_1,74,71,0,9.55,9.55,*,OI70_2,73,71,0,8.4,8.4,*,72,1,22.6,22.6,*,3,6,pooled,10
3_Tank6_05,72,OS48_1,74,71,0,11.6,7.91,*,OI70_2,73,71,1,2.79,2.79,*,72,1,20.4,19.1,*,3,6,pooled,10
3_Tank6_13,72,OG43_1,74,72,0,15.6,15.6,*,OI70_2,73,71,0,9.77,9.77,*,72,0,29.8,29.8,*,3,6,pooled,10
3_Tank6_21,71,OL44_1,75,71,0,11.6,11.6,*,OG75_2,72,69,0,12.6,12.6,*,71,0,27.9,27.8,*,3,6,pooled,10
3_Tank6_29,72,OG43_1,74,72,0,13.5,13.5,*,OI70_2,73,71,0,14.3,14.3,*,72,0,29.3,23.2,*,3,6,pooled,10
3_Tank6_37,73,OL44_1,75,73,0,11.5,11.5,*,OG75_2,72,71,0,18.6,18.6,*,73,0,34.6,32.5,*,3,6,pooled,10
3_Tank6_45,71,OS48_1,74,70,1,5.53,5.53,*,OG75_2,72,69,0,12.8,12.8,*,71,1,21.8,21.8,*,3,6,pooled,10
3_Tank6_53,71,OS48_1,74,70,0,8.55,6.73,*,OG75_2,72,69,1,9.77,9.77,*,71,1,22.9,16.1,*,3,6,pooled,10
3_Tank6_61,70,OL44_1,75,70,0,8.64,8.64,*,OI70_2,73,69,1,4.59,4.59,*,70,1,18.8,18.8,*,3,6,pooled,10
3_Tank6_69,72,OS48_1,74,71,0,12.9,11.2,*,OI70_2,73,71,0,9.97,9.97,*,72,0,29.6,28.7,*,3,6,pooled,10
3_Tank6_77,72,OS48_1,74,71,1,4.51,4.51,*,OG75_2,72,70,0,15.8,15.8,*,72,1,26.4,26.4,*,3,6,pooled,10
3_Tank6_85,72,OS48_1,74,71,1,6,6,*,OI70_2,73,71,1,4.52,4.52,*,72,2,16.1,16.1,*,3,6,pooled,10
3_Tank6_06,73,OS48_1,74,72,0,9.92,9.92,*,OI70_2,73,72,1,6.83,6.83,*,73,1,23.6,23.6,*,3,6,pooled,10
3_Tank6_14,69,OG43_1,74,69,0,13.4,13.4,*,OI70_2,73,68,0,11.4,11.4,*,69,0,26.8,20.9,*,3,6,pooled,10
3_Tank6_22,72,OS48_1,74,71,1,6.88,6.88,*,OI70_2,73,71,1,6.01,6.01,*,72,2,17.6,17.6,*,3,6,pooled,10
3_Tank6_30,72,OG43_1,74,72,0,15.6,15.6,*,OG75_2,72,70,1,9.61,9.61,*,72,1,31.1,28.1,*,3,6,pooled,10
3_Tank6_38,72,OS48_1,74,71,1,4.99,4.99,*,OG75_2,72,70,0,16.1,16.1,*,72,1,28.1,28.1,*,3,6,pooled,10
3_Tank6_46,73,OG43_1,74,73,0,13.9,13.9,*,OI70_2,73,72,0,17.4,17.4,*,73,0,34.4,27,*,3,6,pooled,10
3_Tank6_54,71,OL44_1,75,71,0,13.9,13.9,*,OG75_2,72,69,1,8.67,8.67,*,71,1,26.7,25.7,*,3,6,pooled,10
3_Tank6_62,72,OG43_1,74,72,0,16.8,16.8,*,OI70_2,73,71,0,11.4,11.4,*,72,0,32.4,27.7,*,3,6,pooled,10
3_Tank6_70,73,OS48_1,74,72,1,5.52,5.52,*,OI70_2,73,72,0,13.5,13.5,*,73,1,24.4,24.4,*,3,6,pooled,10
3_Tank6_78,70,OL44_1,75,70,0,9.36,9.36,*,OI70_2,73,69,1,5.87,5.87,*,70,1,21,21,*,3,6,pooled,10
3_Tank6_86,70,OS48_1,74,69,0,12.3,12.3,*,OG75_2,72,68,1,8.31,8.31,*,70,1,25.2,23.8,*,3,6,pooled,10
3_Tank6_07,72,OG43_1,74,72,1,11.3,11.3,*,OG75_2,72,70,0,13,13,*,72,1,28.1,25.9,*,3,6,pooled,10
3_Tank6_15,71,OS48_1,74,70,1,6.58,6.58,*,OG75_2,72,69,0,12.8,12.8,*,71,1,23.6,23.6,*,3,6,pooled,10
3_Tank6_23,72,OG43_1,74,72,0,15.3,15.3,*,OG75_2,72,70,1,11.7,11.7,*,72,1,32.8,32.7,*,3,6,pooled,10
3_Tank6_31,73,OS48_1,74,72,0,9.79,9.79,*,OI70_2,73,72,0,11,11,*,73,0,26.5,26.5,*,3,6,pooled,10
3_Tank6_39,71,OS48_1,74,70,0,11.6,11.6,*,OG75_2,72,69,1,5.29,5.29,*,71,1,24.4,24.4,*,3,6,pooled,10
3_Tank6_47,71,OG43_1,74,71,0,13.9,9.93,*,OI70_2,73,70,1,8.59,8.59,*,71,1,26.5,23.8,*,3,6,pooled,10
3_Tank6_55,69,OL44_1,75,69,0,10.6,10.6,*,OI70_2,73,68,1,5.47,5.47,*,69,1,21.8,21.8,*,3,6,pooled,10
3_Tank6_63,70,OG43_1,74,70,0,14.4,14.4,*,OI70_2,73,69,1,9.59,9.59,*,70,1,28.4,22.5,*,3,6,pooled,10
3_Tank6_71,70,OL44_1,75,70,0,9.48,9.48,*,OG75_2,72,68,1,8.79,8.79,*,70,1,23.2,23.2,*,3,6,pooled,10
3_Tank6_79,72,OS48_1,74,71,0,7.43,7.43,*,YS41_2,65,63,0,8.28,8.28,*,72,0,20.3,20.3,*,3,6,pooled,10
3_Tank6_87,69,OS48_1,74,68,1,3.51,3.51,*,OG75_2,72,67,1,9.42,9.42,*,69,2,17.8,17.8,*,3,6,pooled,10
3_Tank6_08,72,OS48_1,74,71,0,9.51,9.51,*,OG75_2,72,70,0,14.9,14.9,*,72,0,29.6,29.6,*,3,6,pooled,10
3_Tank6_16,69,OL44_1,75,69,0,12.7,12.7,*,OI70_2,73,69,1,5.48,5.48,*,69,1,25.1,25.1,*,3,6,pooled,10
3_Tank6_24,70,OL44_1,75,70,0,10.8,10.8,*,OI70_2,73,69,0,13.7,13.7,*,70,0,30.3,26,*,3,6,pooled,10
3_Tank6_32,72,OG43_1,74,72,1,6.96,6.96,*,OI70_2,73,71,0,14,14,*,72,1,25.1,25.1,*,3,6,pooled,10
3_Tank6_40,72,OL44_1,75,72,0,10.3,10.3,*,OG75_2,72,70,1,12.6,12.6,*,72,1,27.6,25.1,*,3,6,pooled,10
3_Tank6_48,71,OS48_1,74,70,0,10.4,10.4,*,OG75_2,72,69,0,13.2,13.2,*,71,0,29.3,29.3,*,3,6,pooled,10
3_Tank6_56,72,OS48_1,74,71,0,9.36,9.36,*,OI70_2,73,71,0,11,11,*,72,0,25.8,24.6,*,3,6,pooled,10
3_Tank6_64,68,OS48_1,74,68,0,8.58,8.58,*,OI70_2,73,68,1,3.63,3.63,*,68,1,18.7,18.7,*,3,6,pooled,10
3_Tank6_72,57,OG43_1,74,57,1,4.05,4.05,*,OI70_2,73,57,1,1.12,1.12,*,57,2,6.95,6.95,*,3,6,pooled,10
3_Tank6_80,72,OG43_1,74,72,0,13.6,13.6,*,OI70_2,73,72,1,7.03,7.03,*,72,1,23.4,23.4,*,3,6,pooled,10
3_Tank6_88,71,OS48_1,74,70,0,10,6.7,*,OI70_2,73,71,1,5.11,5.11,*,71,1,20,20,*,3,6,pooled,10
